class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21
Happy,0.7710376381874084,0.888759970664978,4.750287132537778e-07,0.0,0.695534884929657,0.8348413109779358,-0.04231129586696625,0.0,0.6482245326042175,0.7281728386878967,-0.05740984156727791,0.0,0.6287996768951416,0.6230422258377075,-0.0677417740225792,0.0,0.6044758558273315,0.5379857420921326,-0.07596839964389801,0.0,0.6966847777366638,0.5886741280555725,-0.01907126046717167,0.0,0.6789157390594482,0.4680320620536804,-0.038673918694257736,0.0,0.6720988750457764,0.3956587314605713,-0.057152461260557175,0.0,0.6709769368171692,0.3337250351905823,-0.07126806676387787,0.0,0.7529895901679993,0.5797978639602661,-0.016631346195936203,0.0,0.7473400235176086,0.4482402801513672,-0.028243515640497208,0.0,0.7432544827461243,0.36645227670669556,-0.04478619247674942,0.0,0.7382132411003113,0.3013443350791931,-0.05801083520054817,0.0,0.8050757646560669,0.6001484990119934,-0.020738676190376282,0.0,0.8136692047119141,0.48345524072647095,-0.03597814962267876,0.0,0.8157219886779785,0.41003745794296265,-0.05071843042969704,0.0,0.8142486214637756,0.3461536169052124,-0.06268908828496933,0.0,0.8536675572395325,0.643358051776886,-0.029221199452877045,0.0,0.8736459016799927,0.5672742128372192,-0.045119065791368484,0.0,0.8872016668319702,0.5198233127593994,-0.0522574782371521,0.0,0.8984315991401672,0.4756464958190918,-0.057347774505615234,0.0
Happy,0.770149290561676,0.8971912860870361,5.3077616257724e-07,0.0,0.6962844729423523,0.8378461599349976,-0.04019801691174507,0.0,0.6506804823875427,0.7273257374763489,-0.052976302802562714,0.0,0.6338523030281067,0.6207990646362305,-0.06188337132334709,0.0,0.6150169372558594,0.5329623818397522,-0.06843376159667969,0.0,0.7029123306274414,0.5918487310409546,-0.013981972821056843,0.0,0.6880718469619751,0.4711434245109558,-0.03394094854593277,0.0,0.6834840774536133,0.39954158663749695,-0.05169297009706497,0.0,0.6854859590530396,0.3376636803150177,-0.06454094499349594,0.0,0.7592961192131042,0.5843889713287354,-0.011884328909218311,0.0,0.7568557262420654,0.45362207293510437,-0.02240600623190403,0.0,0.754983127117157,0.37255629897117615,-0.03562123328447342,0.0,0.7542005181312561,0.30884894728660583,-0.04618331417441368,0.0,0.8105027079582214,0.6050378084182739,-0.017029138281941414,0.0,0.8220289945602417,0.4868369698524475,-0.031182454898953438,0.0,0.8253748416900635,0.4119880795478821,-0.041922904551029205,0.0,0.827013373374939,0.34754204750061035,-0.05093203857541084,0.0,0.8577311635017395,0.6483985185623169,-0.026916909962892532,0.0,0.8806793689727783,0.5739256143569946,-0.04193275049328804,0.0,0.8961995840072632,0.524983286857605,-0.04715537652373314,0.0,0.9100902676582336,0.4805922508239746,-0.05062747746706009,0.0
Happy,0.7726675271987915,0.8993384838104248,5.43114595075167e-07,0.0,0.697229266166687,0.836915135383606,-0.04200829565525055,0.0,0.6498395204544067,0.7293487191200256,-0.056818120181560516,0.0,0.6301490664482117,0.6228950619697571,-0.06773870438337326,0.0,0.6117807626724243,0.5322127938270569,-0.07610087841749191,0.0,0.7020890116691589,0.5928520560264587,-0.014843372628092766,0.0,0.6855127215385437,0.47240161895751953,-0.03677036240696907,0.0,0.6800132393836975,0.40125179290771484,-0.05662144348025322,0.0,0.6813034415245056,0.33743253350257874,-0.07120423018932343,0.0,0.757770299911499,0.5855379700660706,-0.012407426722347736,0.0,0.7540503144264221,0.4553641974925995,-0.024754788726568222,0.0,0.7524579167366028,0.37587684392929077,-0.03965097293257713,0.0,0.751808762550354,0.31055036187171936,-0.051517415791749954,0.0,0.8092718720436096,0.6068059206008911,-0.01746562495827675,0.0,0.8178751468658447,0.48887163400650024,-0.03317774459719658,0.0,0.8221166133880615,0.4160807132720947,-0.04453224316239357,0.0,0.8242780566215515,0.35111477971076965,-0.05377612262964249,0.0,0.8573744893074036,0.6509464383125305,-0.02748844586312771,0.0,0.8795969486236572,0.5754231214523315,-0.04353536292910576,0.0,0.8952193260192871,0.5255810618400574,-0.049452558159828186,0.0,0.9093130826950073,0.47854098677635193,-0.05335182324051857,0.0
Happy,0.7729237079620361,0.8968462944030762,5.279649712974788e-07,0.0,0.698511004447937,0.834593653678894,-0.039146434515714645,0.0,0.6516938805580139,0.72762131690979,-0.052556779235601425,0.0,0.6315314769744873,0.6228769421577454,-0.06278981268405914,0.0,0.6096178889274597,0.5349718928337097,-0.07054554671049118,0.0,0.7020730376243591,0.592322051525116,-0.010897657833993435,0.0,0.6827983856201172,0.4750102162361145,-0.03194771707057953,0.0,0.674761176109314,0.40549561381340027,-0.051304981112480164,0.0,0.6737058758735657,0.34242090582847595,-0.06542704254388809,0.0,0.7564768195152283,0.5836256742477417,-0.009483802132308483,0.0,0.7504854202270508,0.4545990526676178,-0.020962905138731003,0.0,0.74728924036026,0.3743312656879425,-0.03519432619214058,0.0,0.7452496886253357,0.307720810174942,-0.046444445848464966,0.0,0.807226836681366,0.6037431359291077,-0.015431142412126064,0.0,0.8132928609848022,0.4865448772907257,-0.029753606766462326,0.0,0.8166296482086182,0.4135904908180237,-0.03947672247886658,0.0,0.817974865436554,0.34932973980903625,-0.047467783093452454,0.0,0.8548689484596252,0.6460831165313721,-0.026295991614460945,0.0,0.8761557340621948,0.5694395303726196,-0.04026702046394348,0.0,0.891185462474823,0.5184555053710938,-0.04445556178689003,0.0,0.9050490260124207,0.47141820192337036,-0.04710148647427559,0.0
Happy,0.7725777626037598,0.8956141471862793,5.086889700578467e-07,0.0,0.6987111568450928,0.8355147838592529,-0.03896225988864899,0.0,0.6521690487861633,0.7290727496147156,-0.05257300287485123,0.0,0.6324658989906311,0.6249012351036072,-0.06286563724279404,0.0,0.6109035015106201,0.537619948387146,-0.07080917060375214,0.0,0.7023649215698242,0.5924811363220215,-0.014255616813898087,0.0,0.6841782927513123,0.47403275966644287,-0.03613482788205147,0.0,0.6765249967575073,0.40405476093292236,-0.05579851567745209,0.0,0.6759642958641052,0.3411064147949219,-0.07011120021343231,0.0,0.756600558757782,0.5837025046348572,-0.013113657012581825,0.0,0.7501509785652161,0.45414093136787415,-0.025423763319849968,0.0,0.7465019822120667,0.37430089712142944,-0.03992600366473198,0.0,0.7443524599075317,0.30903130769729614,-0.05147738754749298,0.0,0.8076667189598083,0.6036176681518555,-0.019008062779903412,0.0,0.8139803409576416,0.4857124984264374,-0.03396487236022949,0.0,0.8179574608802795,0.4129471778869629,-0.044058967381715775,0.0,0.8200790882110596,0.34924423694610596,-0.05246434733271599,0.0,0.8559278845787048,0.6468468308448792,-0.029693305492401123,0.0,0.8776894211769104,0.570452868938446,-0.044429048895835876,0.0,0.892699658870697,0.5190960764884949,-0.04915491119027138,0.0,0.9062586426734924,0.47151777148246765,-0.05226166918873787,0.0
Happy,0.7735151052474976,0.8978166580200195,5.360476507121348e-07,0.0,0.6993235349655151,0.8375530242919922,-0.039383288472890854,0.0,0.6508447527885437,0.7317262291908264,-0.05354851111769676,0.0,0.6298342943191528,0.629623293876648,-0.06454180926084518,0.0,0.6097493171691895,0.5422597527503967,-0.07314947992563248,0.0,0.6984654664993286,0.5953538417816162,-0.013506973162293434,0.0,0.6798195242881775,0.47914397716522217,-0.03622918576002121,0.0,0.6737436652183533,0.4089450240135193,-0.056598711758852005,0.0,0.6745928525924683,0.34610387682914734,-0.07133350521326065,0.0,0.7530345320701599,0.5854562520980835,-0.012668793089687824,0.0,0.7478604912757874,0.4565899074077606,-0.025450002402067184,0.0,0.745510995388031,0.37676191329956055,-0.04002534970641136,0.0,0.7441011071205139,0.3107711672782898,-0.05144185572862625,0.0,0.8046161532402039,0.604743480682373,-0.01919652707874775,0.0,0.8103802800178528,0.48654618859291077,-0.03496561199426651,0.0,0.8140972852706909,0.4135400652885437,-0.0455113910138607,0.0,0.8159326910972595,0.3492664396762848,-0.0539952777326107,0.0,0.8533763885498047,0.6480010151863098,-0.0305749773979187,0.0,0.8746512532234192,0.5716468691825867,-0.04620247334241867,0.0,0.8898017406463623,0.5205473899841309,-0.051368191838264465,0.0,0.9034284353256226,0.47315719723701477,-0.05467214435338974,0.0
Happy,0.7726690173149109,0.8975895643234253,5.18383444614301e-07,0.0,0.6985722780227661,0.8380106687545776,-0.03715180605649948,0.0,0.6517054438591003,0.7295424938201904,-0.048823658376932144,0.0,0.631540834903717,0.6261798143386841,-0.05752422660589218,0.0,0.6092396974563599,0.5415568351745605,-0.06366994231939316,0.0,0.7001786231994629,0.593083381652832,-0.008436585776507854,0.0,0.6810405850410461,0.47697320580482483,-0.027908358722925186,0.0,0.67402583360672,0.40911704301834106,-0.04632675275206566,0.0,0.6745780110359192,0.3478315770626068,-0.059836797416210175,0.0,0.7541062831878662,0.5828167200088501,-0.0075393980368971825,0.0,0.746852457523346,0.45384523272514343,-0.016982322558760643,0.0,0.7441732883453369,0.37428176403045654,-0.030019428580999374,0.0,0.7435644865036011,0.3105710744857788,-0.04061703383922577,0.0,0.8051518797874451,0.6021558046340942,-0.013907678425312042,0.0,0.8119937181472778,0.4852606952190399,-0.02643529325723648,0.0,0.816378116607666,0.41226351261138916,-0.035734035074710846,0.0,0.8191012144088745,0.3493994176387787,-0.04376541078090668,0.0,0.8532872200012207,0.6449078321456909,-0.025076590478420258,0.0,0.8748596906661987,0.5686666965484619,-0.03773591294884682,0.0,0.888529896736145,0.5174978971481323,-0.04157049581408501,0.0,0.9007737636566162,0.47012704610824585,-0.044240474700927734,0.0
Happy,0.7699280977249146,0.8955761194229126,5.31868579400907e-07,0.0,0.6960340738296509,0.838767945766449,-0.03860924765467644,0.0,0.6473881006240845,0.7311267256736755,-0.05115996301174164,0.0,0.6259660720825195,0.6282051801681519,-0.060441188514232635,0.0,0.6057614088058472,0.5439817905426025,-0.0672144964337349,0.0,0.6947394609451294,0.5946845412254333,-0.012273527681827545,0.0,0.6758362650871277,0.4770807921886444,-0.033017754554748535,0.0,0.6693198084831238,0.4068925082683563,-0.05167273432016373,0.0,0.6702221632003784,0.3446221649646759,-0.06503704935312271,0.0,0.7497005462646484,0.585040271282196,-0.010804831981658936,0.0,0.7443293333053589,0.4545034170150757,-0.021025337278842926,0.0,0.7420514225959778,0.37368160486221313,-0.03334328532218933,0.0,0.7410034537315369,0.3083190619945526,-0.04305864870548248,0.0,0.8017541170120239,0.6043080687522888,-0.01663392223417759,0.0,0.8080158233642578,0.4844038486480713,-0.029968051239848137,0.0,0.8120018243789673,0.4106510281562805,-0.038749855011701584,0.0,0.813926100730896,0.34600794315338135,-0.0460725873708725,0.0,0.8513379693031311,0.6470420360565186,-0.027338430285453796,0.0,0.8725914359092712,0.5699973702430725,-0.04090266674757004,0.0,0.8862712383270264,0.5182914733886719,-0.04468584060668945,0.0,0.8986293077468872,0.469771146774292,-0.04702548310160637,0.0
Happy,0.769851803779602,0.8950562477111816,5.352229663913022e-07,0.0,0.6959639191627502,0.8383125066757202,-0.03929511085152626,0.0,0.6490195393562317,0.7316082119941711,-0.05214012786746025,0.0,0.6284234523773193,0.6283240914344788,-0.06150176003575325,0.0,0.6064797043800354,0.5428472757339478,-0.06830684840679169,0.0,0.696773111820221,0.592703104019165,-0.01174580305814743,0.0,0.6775181293487549,0.47607937455177307,-0.03227298706769943,0.0,0.6703338623046875,0.4070683419704437,-0.05124121904373169,0.0,0.670677661895752,0.3456851541996002,-0.06499994546175003,0.0,0.7510810494422913,0.582435667514801,-0.009984170086681843,0.0,0.7437781691551208,0.4517575800418854,-0.02029280923306942,0.0,0.7405555248260498,0.37131837010383606,-0.033678073436021805,0.0,0.7393758296966553,0.30710670351982117,-0.044427670538425446,0.0,0.8024914264678955,0.6019579172134399,-0.015550619922578335,0.0,0.8084807395935059,0.48407068848609924,-0.028857607394456863,0.0,0.8118728995323181,0.4106624722480774,-0.03850040212273598,0.0,0.8136234283447266,0.3471893072128296,-0.04673313349485397,0.0,0.8511501550674438,0.644929051399231,-0.026019610464572906,0.0,0.872677743434906,0.5684139728546143,-0.039390649646520615,0.0,0.8862267136573792,0.5172457098960876,-0.04353194683790207,0.0,0.898196280002594,0.46968135237693787,-0.04637972265481949,0.0
Happy,0.7692822813987732,0.8862330913543701,5.296516292219167e-07,0.0,0.6959904432296753,0.827879011631012,-0.03891666233539581,0.0,0.6471067070960999,0.7245718836784363,-0.05228019505739212,0.0,0.6257339715957642,0.6235890984535217,-0.06225224956870079,0.0,0.6061317324638367,0.5386557579040527,-0.06954950839281082,0.0,0.6935997009277344,0.5860329270362854,-0.012858391739428043,0.0,0.6747137904167175,0.4687565565109253,-0.034212835133075714,0.0,0.6679713726043701,0.3991929292678833,-0.05351456627249718,0.0,0.6678113341331482,0.33637070655822754,-0.06748566776514053,0.0,0.7486077547073364,0.5760776996612549,-0.011246566660702229,0.0,0.7432654500007629,0.4479987621307373,-0.022975867614150047,0.0,0.7406546473503113,0.3688749074935913,-0.036745358258485794,0.0,0.7390097975730896,0.3030894100666046,-0.04765547811985016,0.0,0.8000831007957458,0.5952494144439697,-0.016809402033686638,0.0,0.8060106635093689,0.47889184951782227,-0.03139835223555565,0.0,0.8091332316398621,0.4078785181045532,-0.04068814963102341,0.0,0.810018002986908,0.34509173035621643,-0.0482589527964592,0.0,0.8487550020217896,0.6375039219856262,-0.027208497747778893,0.0,0.8698084950447083,0.5611596703529358,-0.04147481918334961,0.0,0.8831857442855835,0.5090609192848206,-0.04558190703392029,0.0,0.8949518799781799,0.4598482549190521,-0.048115797340869904,0.0
Happy,0.7673283815383911,0.8755288124084473,5.306296770868357e-07,0.0,0.6921070218086243,0.817207396030426,-0.03663703426718712,0.0,0.6437442302703857,0.7156513333320618,-0.049907710403203964,0.0,0.6222186088562012,0.6162856221199036,-0.06006738170981407,0.0,0.5998669266700745,0.5329030752182007,-0.06792964041233063,0.0,0.6876125335693359,0.5766231417655945,-0.012564794160425663,0.0,0.6679537892341614,0.4577871561050415,-0.0338272862136364,0.0,0.6603515148162842,0.38713955879211426,-0.05363575741648674,0.0,0.658254861831665,0.324263334274292,-0.0681743323802948,0.0,0.742770254611969,0.5666139721870422,-0.012131454423069954,0.0,0.7362788319587708,0.43843531608581543,-0.02447342500090599,0.0,0.7328214049339294,0.36102038621902466,-0.03950194641947746,0.0,0.7296762466430664,0.297137051820755,-0.05158001184463501,0.0,0.7943400740623474,0.5848078727722168,-0.018402662128210068,0.0,0.7995527982711792,0.4689532220363617,-0.033459004014730453,0.0,0.8016560077667236,0.39800789952278137,-0.04401856288313866,0.0,0.8016343116760254,0.3354713022708893,-0.05276908352971077,0.0,0.8434167504310608,0.626142680644989,-0.02910342812538147,0.0,0.8630369305610657,0.5487682819366455,-0.04412497207522392,0.0,0.8761671185493469,0.496066689491272,-0.04879909008741379,0.0,0.8874802589416504,0.4464692771434784,-0.051867663860321045,0.0
Happy,0.7665910124778748,0.87599116563797,5.455164568957116e-07,0.0,0.691470205783844,0.817241370677948,-0.03840718790888786,0.0,0.642177164554596,0.7144994735717773,-0.052479274570941925,0.0,0.6195449829101562,0.6145855188369751,-0.06346222013235092,0.0,0.5979892611503601,0.5307213664054871,-0.07208231836557388,0.0,0.6870718002319336,0.576156497001648,-0.013908573426306248,0.0,0.6676151752471924,0.458291232585907,-0.03712949529290199,0.0,0.6606675982475281,0.3876773715019226,-0.057968620210886,0.0,0.6607327461242676,0.3246629536151886,-0.07293007522821426,0.0,0.7421750426292419,0.5646572113037109,-0.013261758722364902,0.0,0.7338498830795288,0.43702661991119385,-0.02713468112051487,0.0,0.7300347685813904,0.35732853412628174,-0.0428047776222229,0.0,0.7279115915298462,0.2922813296318054,-0.05504557117819786,0.0,0.7941851615905762,0.5822601914405823,-0.019653167575597763,0.0,0.7991530895233154,0.466467946767807,-0.03599044308066368,0.0,0.8011552095413208,0.39398691058158875,-0.04679903760552406,0.0,0.8012183904647827,0.33107975125312805,-0.05544928461313248,0.0,0.8438054323196411,0.6243167519569397,-0.030712971463799477,0.0,0.8655879497528076,0.547566294670105,-0.04637603089213371,0.0,0.8784492611885071,0.49509555101394653,-0.051350127905607224,0.0,0.8888460397720337,0.44630125164985657,-0.05447794124484062,0.0
